"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"SMARTImplementationGuide","ImplementationGuide.version","ImplementationGuide.version","","","",0,1,"","","Y","string {[]} {[]}
","Business version of the implementation guide","The identifier that is used to identify this version of the implementation guide when it is referenced in a specification, model, design or instance. This is an arbitrary value managed by the implementation guide author and is not expected to be globally unique. For example, it might be a timestamp (e.g. yyyymmdd) if a managed version is not available. There is also no expectation that versions can be placed in a lexicographical sequence.","There may be different implementation guide instances that have the same identifier but different versions.  The version can be appended to the url in a reference to allow a reference to a particular business version of the implementation guide with the format [url]|[version].","","","","","","","","",,,,,"",,,,"ImplementationGuide.version",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.name","ImplementationGuide.name","","","",1,1,"","","Y","string {[]} {[]}
","Name for this implementation guide (computer friendly)","A natural language name identifying the implementation guide. This name should be usable as an identifier for the module by machine processing applications such as code generation.","The name is not expected to be globally unique. The name should be a simple alphanumeric type name to ensure that it is machine-processing friendly.","Support human navigation and code generation.","","","","","","","",,,,,"",,,,"ImplementationGuide.name",1,1,"inv-0
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.title","ImplementationGuide.title","","","",0,1,"","","Y","string {[]} {[]}
","Name for this implementation guide (human friendly)","A short, descriptive, user-friendly title for the implementation guide.","This name does not need to be machine-processing friendly and may contain punctuation, white-space, etc.","","","","","","","","",,,,,"",,,,"ImplementationGuide.title",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.status","ImplementationGuide.status","","","",1,1,"","Y","Y","code {[]} {[]}
","draft | active | retired | unknown","The status of this implementation guide. Enables tracking the life-cycle of the content.","Allows filtering of implementation guides that are appropriate for use versus not.","","","","","","","","",,"required","The lifecycle status of an artifact.","http://hl7.org/fhir/ValueSet/publication-status|4.0.1","",,,,"ImplementationGuide.status",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.experimental","ImplementationGuide.experimental","","","",0,1,"","","Y","boolean {[]} {[]}
","For testing purposes, not real usage","A Boolean value to indicate that this implementation guide is authored for testing purposes (or education/evaluation/marketing) and is not intended to be used for genuine usage.","Allows filtering of implementation guides that are appropriate for use versus not.","Enables experimental content to be developed following the same lifecycle that would be used for a production-level implementation guide.","","","","","","","",,,,,"",,,,"ImplementationGuide.experimental",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.date","ImplementationGuide.date","","Revision Date
","",0,1,"","","Y","dateTime {[]} {[]}
","Date last changed","The date  (and optionally time) when the implementation guide was published. The date must change when the business version changes and it must change if the status code changes. In addition, it should change when the substantive content of the implementation guide changes.","Note that this is not the same as the resource last-modified-date, since the resource may be a secondary representation of the implementation guide. Additional specific dates may be added as extensions or be found by consulting Provenances associated with past versions of the resource.","","","","","","","","",,,,,"",,,,"ImplementationGuide.date",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.publisher","ImplementationGuide.publisher","","","",0,1,"","","Y","string {[]} {[]}
","Name of the publisher (organization or individual)","The name of the organization or individual that published the implementation guide.","Usually an organization but may be an individual. The publisher (or steward) of the implementation guide is the organization or individual primarily responsible for the maintenance and upkeep of the implementation guide. This is not necessarily the same individual or organization that developed and initially authored the content. The publisher is the primary point of contact for questions or issues with the implementation guide. This item SHOULD be populated unless the information is available from context.","Helps establish the ""authority/credibility"" of the implementation guide.  May also allow for contact.","","","","","","","",,,,,"",,,,"ImplementationGuide.publisher",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.contact","ImplementationGuide.contact","","","",0,*,"","","Y","ContactDetail {[]} {[]}
","Contact details for the publisher","Contact details to assist a user in finding and communicating with the publisher.","May be a web site, an email address, a telephone number, etc.","","","","","","","","",,,,,"",,,,"ImplementationGuide.contact",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.description","ImplementationGuide.description","","","",0,1,"","","","markdown {[]} {[]}
","Natural language description of the implementation guide","A free text natural language description of the implementation guide from a consumer's perspective.","This description can be used to capture details such as why the implementation guide was built, comments about misuse, instructions for clinical use and interpretation, literature references, examples from the paper world, etc. It is not a rendering of the implementation guide as conveyed in the 'text' field of the resource itself. This item SHOULD be populated unless the information is available from context (e.g. the language of the implementation guide is presumed to be the predominant language in the place the implementation guide was created).","","","","","","","","",,,,,"",,,,"ImplementationGuide.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.useContext","ImplementationGuide.useContext","","","",0,*,"","","Y","UsageContext {[]} {[]}
","The context that the content is intended to support","The content was developed with a focus and intent of supporting the contexts that are listed. These contexts may be general categories (gender, age, ...) or may be references to specific programs (insurance plans, studies, ...) and may be used to assist with indexing and searching for appropriate implementation guide instances.","When multiple useContexts are specified, there is no expectation that all or any of the contexts apply.","Assist in searching for appropriate content.","","","","","","","",,,,,"",,,,"ImplementationGuide.useContext",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.jurisdiction","ImplementationGuide.jurisdiction","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Intended jurisdiction for implementation guide (if applicable)","A legal or geographic region in which the implementation guide is intended to be used.","It may be possible for the implementation guide to be used in jurisdictions other than those for which it was originally designed or intended.","","","","","","","","",,"extensible","Countries and regions within which this artifact is targeted for use.","http://hl7.org/fhir/ValueSet/jurisdiction","",,,,"ImplementationGuide.jurisdiction",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.copyright","ImplementationGuide.copyright","","License
Restrictions","",0,1,"","","","markdown {[]} {[]}
","Use and/or publishing restrictions","A copyright statement relating to the implementation guide and/or its contents. Copyright statements are generally legal restrictions on the use and publishing of the implementation guide.","","Consumers must be able to determine any legal restrictions on the use of the implementation guide and/or its content.","","","","","","","",,,,,"",,,,"ImplementationGuide.copyright",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.packageId","ImplementationGuide.packageId","","","",1,1,"","","Y","id {[]} {[]}
","NPM Package name for IG","The NPM package name for this Implementation Guide, used in the NPM package distribution, which is the primary mechanism by which FHIR based tooling manages IG dependencies. This value must be globally unique, and should be assigned with care.","Many (if not all) IG publishing tools will require that this element be present. For implementation guides published through HL7 or the FHIR foundation, the FHIR product director assigns package IDs.","","","","","","","","",,,,,"",,,,"ImplementationGuide.packageId",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.license","ImplementationGuide.license","","","",0,1,"","","Y","code {[]} {[]}
","SPDX license code for this IG (or not-open-source)","The license that applies to this Implementation Guide, using an SPDX license code, or 'not-open-source'.","","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""CC-BY-SA-3.0-IGO""/>","","","",,"required","The license that applies to an Implementation Guide (using an SPDX license Identifiers, or 'not-open-source'). The binding is required but new SPDX license Identifiers are allowed to be used (https://spdx.org/licenses/).","http://hl7.org/fhir/ValueSet/spdx-license|4.0.1","",,,,"ImplementationGuide.license",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.fhirVersion","ImplementationGuide.fhirVersion","","","",1,*,"","","Y","code {[]} {[]}
","FHIR Version(s) this Implementation Guide targets","The version(s) of the FHIR specification that this ImplementationGuide targets - e.g. describes how to use. The value of this element is the formal version of the specification, without the revision number, e.g. [publication].[major].[minor], which is 4.0.1. for this version.","Most implementation guides target a single version - e.g. they describe how to use a particular version, and the profiles and examples etc are valid for that version. But some implementation guides describe how to use multiple different versions of FHIR to solve the same problem, or in concert with each other. Typically, the requirement to support multiple versions arises as implementation matures and different implementation communities are stuck at different versions by regulation or market dynamics.","","","","","","","","",,"required","All published FHIR Versions.","http://hl7.org/fhir/ValueSet/FHIR-version|4.0.1","",,,,"ImplementationGuide.fhirVersion",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.dependsOn","ImplementationGuide.dependsOn","","","",0,*,"","","Y","BackboneElement {[]} {[]}
","Another Implementation guide this depends on","Another implementation guide that this implementation depends on. Typically, an implementation guide uses value sets, profiles etc.defined in other implementation guides.","","","","","","","","","",,,,,"",,,,"ImplementationGuide.dependsOn",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.dependsOn.id","ImplementationGuide.dependsOn.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SMARTImplementationGuide","ImplementationGuide.dependsOn.extension","ImplementationGuide.dependsOn.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SMARTImplementationGuide","ImplementationGuide.dependsOn.modifierExtension","ImplementationGuide.dependsOn.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SMARTImplementationGuide","ImplementationGuide.dependsOn.uri","ImplementationGuide.dependsOn.uri","","","",1,1,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ImplementationGuide]]}
","Identity of the IG that this depends on","A canonical reference to the Implementation guide for the dependency.","Usually, A canonical reference to the implementation guide is the same as the master location at which the implementation guide is published.","","","","","","","","",,,,,"",,,,"ImplementationGuide.dependsOn.uri",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.dependsOn.packageId","ImplementationGuide.dependsOn.packageId","","","",0,1,"","","Y","id {[]} {[]}
","NPM Package name for IG this depends on","The NPM package name for the Implementation Guide that this IG depends on.","","","","","","","","","",,,,,"",,,,"ImplementationGuide.dependsOn.packageId",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.dependsOn.version","ImplementationGuide.dependsOn.version","","","",0,1,"","","Y","string {[]} {[]}
","Version of the IG","The version of the IG that is depended on, when the correct version is required to understand the IG correctly.","This follows the syntax of the NPM packaging version field - see [[reference]].","","","","","","","","",,,,,"",,,,"ImplementationGuide.dependsOn.version",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.global","ImplementationGuide.global","","","",0,*,"","","Y","BackboneElement {[]} {[]}
","Profiles that apply globally","A set of profiles that all resources covered by this implementation guide must conform to.","See [Default Profiles](http://hl7.org/fhir/R4/implementationguide.html#default) for a discussion of which resources are 'covered' by an implementation guide.","","","","","","","","",,,,,"",,,,"ImplementationGuide.global",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.global.id","ImplementationGuide.global.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SMARTImplementationGuide","ImplementationGuide.global.extension","ImplementationGuide.global.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SMARTImplementationGuide","ImplementationGuide.global.modifierExtension","ImplementationGuide.global.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SMARTImplementationGuide","ImplementationGuide.global.type","ImplementationGuide.global.type","","","",1,1,"","","Y","code {[]} {[]}
","Type this profile applies to","The type of resource that all instances must conform to.","The type must match that of the profile that is referred to but is made explicit here as a denormalization so that a system processing the implementation guide resource knows which resources the profile applies to even if the profile itself is not available.","","","","","","","","",,"required","One of the resource types defined as part of this version of FHIR.","http://hl7.org/fhir/ValueSet/resource-types|4.0.1","",,,,"ImplementationGuide.global.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.global.profile","ImplementationGuide.global.profile","","","",1,1,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/StructureDefinition]]}
","Profile that all resources must conform to","A reference to the profile that all instances must conform to.","","","","","","","","","",,,,,"",,,,"ImplementationGuide.global.profile",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SMARTImplementationGuide","ImplementationGuide.definition","ImplementationGuide.definition","","","",0,1,"","","","BackboneElement {[]} {[]}
","Information needed to build the IG","The information needed by an IG publisher tool to publish the whole implementation guide.","Principally, this consists of information abuot source resource and file locations, and build parameters and templates.","","","","","","","","",,,,,"",,,,"ImplementationGuide.definition",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ig-1:If a resource has a groupingId, it must refer to a grouping defined in the Implementation Guide {resource.groupingId.all(%context.grouping.id contains $this)}"
"SMARTImplementationGuide","ImplementationGuide.definition.id","ImplementationGuide.definition.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SMARTImplementationGuide","ImplementationGuide.definition.extension","ImplementationGuide.definition.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SMARTImplementationGuide","ImplementationGuide.definition.modifierExtension","ImplementationGuide.definition.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SMARTImplementationGuide","ImplementationGuide.definition.grouping","ImplementationGuide.definition.grouping","","","",0,*,"","","","BackboneElement {[]} {[]}
","Grouping used to present related resources in the IG","A logical group of resources. Logical groups can be used when building pages.","Groupings are arbitrary sub-divisions of content. Typically, they are used to help build Table of Contents automatically.","","","","","","","","",,,,,"",,,,"ImplementationGuide.definition.grouping",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
